Transaction_ID,Customer_Name,Customer_Email,Transaction_Amount,Transaction_Date,Merchant_Name,Merchant_Email,Merchant_Location,Card_Number,Card_Expiry,Card_CVV,IP_Address,Device_Type,Transaction_Type,Fraudulent
b1d0de60-9f9a-4b87-b652-516f340e9844,Justin Graham,proctorteresa@example.org,616.75,01-01-2024,Snow LLC,morgan25@macdonald.com,Norfolk Island,3.44386E+14,Dec-31,371,142.121.91.102,Tablet,Online,0
0b187536-043a-4dd5-941f-f3f6e1ca7b48,Timothy Moore,colevirginia@example.org,90.81,23-01-2024,Riley-Foster,zmiller@elliott-fischer.biz,Saint Kitts and Nevis,4.7357E+15,Aug-33,2793,122.140.19.0,Tablet,Online,1
b980efac-73d5-4e85-a21f-e49b4e2067e0,Clayton Flores,amy28@example.org,221.77,06-01-2024,Johnson PLC,lopeztony@collins.com,Iceland,4.07061E+15,Nov-31,358,84.96.77.110,Desktop,In-store,0
c463ad90-e0b7-4b5d-99f1-602e9a819995,Alyssa Clements,garnermelanie@example.net,432.04,01-02-2024,"Lawrence, Clark and Holmes",christopher11@dixon.info,Somalia,5.12326E+15,Oct-24,597,108.205.181.194,Desktop,Online,0
5690f8e4-b514-40e3-a1ec-537b47320ac9,Jaime Adams,tammy52@example.com,832.6,02-03-2024,Vargas-Terrell,ssantiago@chan-hunt.net,Mongolia,3.54808E+15,Jul-33,802,203.95.233.171,Desktop,Online,0
55d39b9e-afad-44c8-9132-2e37d301a227,Victoria Bolton,nking@example.net,802.63,30-01-2024,Burns-Terry,vdavis@garcia-brown.net,Cook Islands,3.51074E+15,Oct-26,350,41.221.196.122,Tablet,Online,0
cc1ffb3a-848e-4b1f-817d-3a0ab8bf5a21,Mary Ward,jermainebennett@example.org,512.25,16-02-2024,Walker Ltd,pvasquez@copeland.com,Aruba,4.48869E+18,Mar-30,524,97.125.252.206,Desktop,In-store,1
4945ab84-532f-4670-8ea6-86db84bbd076,Jared Murphy,chloejackson@example.org,703.74,02-03-2024,Baker PLC,castillodouglas@young-kirby.com,Bermuda,1.80017E+14,May-30,697,158.243.49.115,Tablet,In-store,1
f4d12106-e9a6-4376-8922-132749194954,Michaela Torres,annawilliams@example.com,811.59,02-01-2024,Miller LLC,ruthgarza@shah.net,Cape Verde,4.57567E+12,Oct-25,705,187.49.99.247,Mobile,Online,0
c8fdfa30-1878-4f63-b419-cc393ce03366,Shelly Shepard,michael34@example.com,875.79,02-03-2024,"Schultz, Nixon and Conley",christophermartin@thompson-carroll.com,Australia,3.00953E+13,May-24,53,101.213.65.117,Mobile,In-store,1
11adbbff-b7d9-4514-88e3-65e1c14aa527,Troy Stout,kelly34@example.com,70.6,12-01-2024,Williams-Martinez,michelle69@cohen.info,Czech Republic,3.02045E+13,Oct-25,366,145.98.69.101,Tablet,In-store,1
f1840300-62b5-4812-a35e-ed4bf8e6d799,Dennis Ingram,hernandezisaiah@example.net,70.25,26-02-2024,"Rios, Thompson and Randall",rebeccachan@brooks.biz,Zambia,3.74419E+14,Apr-30,707,120.190.115.199,Tablet,In-store,1
04060db5-606e-44a0-9334-273edd5731f0,Brian Brown,erin46@example.org,503.17,10-02-2024,"Robbins, Hinton and Reynolds",tiffany91@may.com,Guinea-Bissau,4.61612E+15,Nov-25,50,85.176.0.216,Tablet,In-store,1
ffac611d-2e5b-4192-a395-052b48e6bfe2,Darlene Perkins,maxramos@example.com,714.06,02-01-2024,Leblanc LLC,irobertson@brown.com,Jersey,4.6112E+18,Mar-29,1,120.63.233.253,Tablet,In-store,0
0576412f-73af-44a8-9670-6ff6fab357a0,Shawn Rodriguez,dillon22@example.com,824.34,01-01-2024,Davis-Pacheco,chriskirby@fox-johnson.org,British Indian Ocean Territory (Chagos Archipelago),3.515E+15,Nov-33,217,18.157.125.156,Mobile,In-store,1
75694812-7c81-4a58-a6bf-7366ce09dc88,Michael Santos,davidwilliams@example.net,609.02,03-02-2024,"Richards, Clayton and Phillips",john69@lee.net,Norway,3.04629E+13,May-31,139,122.13.27.162,Tablet,Online,0
48e0c5a9-bbeb-429d-9eea-5bdff9c10854,Teresa Sanchez,erik90@example.net,679.61,03-01-2024,Cole LLC,pstrong@mckinney.com,Vietnam,4.1458E+15,Jan-26,7568,87.47.152.28,Tablet,In-store,0
1a9a2792-fd24-493c-be56-2d028ec74522,Kristin Griffin,lisa52@example.net,115.19,10-01-2024,Lewis-Kelly,timothyhernandez@smith.com,Bosnia and Herzegovina,4.46502E+15,Aug-26,255,41.11.157.91,Mobile,In-store,1
3d5d138f-30c7-4a0a-bc45-5ee50db962a0,Douglas Kelly,michaelfleming@example.com,37.81,17-02-2024,Cox Inc,bradleydaniel@evans.info,Jordan,1.80085E+14,Aug-31,527,33.230.59.58,Tablet,Online,0
103ef471-3df8-41ef-887a-f5a98c8d5081,Lauren Gallagher,timothy20@example.net,492.58,02-03-2024,Rich PLC,castrodaniel@hess.com,Malaysia,2.13109E+14,May-25,500,98.82.114.128,Desktop,In-store,0
bd2ac041-0971-4de6-a776-64b54c4a5e26,April Roberts,ryan24@example.org,248.39,01-01-2024,Griffin Ltd,epeterson@rush-erickson.info,Bangladesh,3.04738E+13,Sep-29,953,142.94.80.250,Desktop,Online,1
cd98e02f-19e0-4fbd-8f10-4ccae133d0a4,David Rodriguez,sarahpalmer@example.com,850.88,24-01-2024,"Riley, Vazquez and Smith",raymond81@vaughn.com,Wallis and Futuna,6.53704E+15,Mar-33,996,172.118.142.116,Mobile,In-store,1
97bf2442-aaa1-40cd-ac6f-e9a3e25da107,Thomas Harrison,jennifer38@example.org,757.51,24-02-2024,Raymond Inc,kennedytina@glover.com,Madagascar,4.73331E+12,Aug-25,441,125.166.13.15,Mobile,In-store,1
